ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
NC67,small_airport,Six Oaks Airport,2015,NA,US,US-NC,Asheville,NC67,,NC67,"-82.4525, 35.467778"
NC69,small_airport,Twin Oak Airport,125,NA,US,US-NC,Clinton,NC69,,NC69,"-78.47419738769531, 34.87099838256836"
NC7,small_airport,Donald's Air Park Inc. Airport,18,NA,US,US-NC,Plymouth,NC7,,7NC,"-76.66970062259999, 35.733501434299995"
NC70,small_airport,Mckee Airport,110,NA,US,US-NC,Fairmont,NC70,,NC70,"-79.10250091552734, 34.50490188598633"
NC71,small_airport,E T Field,187,NA,US,US-NC,Parkton,NC71,,NC71,"-79.05249786376953, 34.91790008544922"
NC72,small_airport,Hinton Field,152,NA,US,US-NC,Princeton,NC72,,NC72,"-78.16000366210938, 35.451499938964844"
NC73,small_airport,Hodges Farm Airport,6,NA,US,US-NC,Sladesville,NC73,,NC73,"-76.44940185546875, 35.43880081176758"
NC76,small_airport,Massengill Airport,190,NA,US,US-NC,Newton Grove,NC76,,NC76,"-78.38780212402344, 35.317901611328125"
NC77,small_airport,Chalfant Airport,587,NA,US,US-NC,Concord,NC77,,NC77,"-80.57559967041016, 35.4556999206543"
NC79,small_airport,Bear Creek Airport,795,NA,US,US-NC,Mount Pleasant,NC79,,NC79,"-80.35759735107422, 35.407100677490234"
NC81,small_airport,Cox Airport,455,NA,US,US-NC,Apex,NC81,,NC81,"-78.85970306396484, 35.751800537109375"
NC82,small_airport,Dublin Field,126,NA,US,US-NC,Dublin,NC82,,NC82,"-78.70249938964844, 34.66960144042969"
NC86,small_airport,Rocking A Farm Airport,58,NA,US,US-NC,White Oak,NC86,,NC86,"-78.75309753417969, 34.73360061645508"
NC87,small_airport,Dogwood Farm Airport,26,NA,US,US-NC,Havelock,NC87,,NC87,"-76.94270324707031, 34.88180160522461"
NC93,small_airport,South River Airport,650,NA,US,US-NC,Salisbury,NC93,,NC93,"-80.50140380859375, 35.777801513671875"
NC97,small_airport,Dirt Dobber's Grass Strip,930,NA,US,US-NC,Shelby,NC97,,NC97,"-81.52249908447266, 35.368900299072266"
NC99,small_airport,Bagwell Airport,300,NA,US,US-NC,Garner,NC99,,NC99,"-78.6072006225586, 35.67430114746094"
NCAI,small_airport,Aitutaki Airport,14,OC,CK,CK-U-A,Aitutaki,NCAI,AIT,,"-159.76400756835938, -18.830900192260742"
NCAT,small_airport,Enua Airport,36,OC,CK,CK-U-A,Atiu Island,NCAT,AIU,,"-158.11900329589844, -19.96780014038086"
NCMG,small_airport,Mangaia Island Airport,45,OC,CK,CK-U-A,Mangaia Island,NCMG,MGS,,"-157.9066619873047, -21.895986557006836"
NCMH,small_airport,Manihiki Island Airport,,OC,CK,CK-U-A,Manihiki Island,NCMH,MHX,,"-161.0019989013672, -10.376700401306152"
NCMK,small_airport,Mauke Airport,26,OC,CK,CK-U-A,Mauke Island,NCMK,MUK,,"-157.34500122070312, -20.13610076904297"
NCMN,small_airport,Manuae Airport,15,OC,CK,CK-U-A,Manuae,NCMN,,,"-158.9600067138672, -19.266700744628906"
NCMR,small_airport,Mitiaro Island Airport,25,OC,CK,CK-U-A,Mitiaro Island,NCMR,MOI,,"-157.7030029296875, -19.842500686645508"
NCPK,small_airport,Pukapuka Island Airport,20,OC,CK,CK-U-A,Pukapuka Atoll,NCPK,PZK,,"-165.8393, -10.9145"
NCPY,small_airport,Tongareva Airport,8,OC,CK,CK-U-A,Penrhyn Island,NCPY,PYE,,"-158.03240966796875, -9.01436996459961"
NCRG,large_airport,Rarotonga International Airport,19,OC,CK,CK-U-A,Avarua,NCRG,RAR,,"-159.805999756, -21.2026996613"
ND01,small_airport,Nelson Airport,950,NA,US,US-ND,Amenia,ND01,,ND01,"-97.1865005493164, 47.045799255371094"
ND02,small_airport,Ricketyback Field,1510,NA,US,US-ND,Aneta,ND02,,ND02,"-97.96009826660156, 47.811100006103516"
ND07,small_airport,Punton Private Airport,1105,NA,US,US-ND,Absaraka,ND07,,ND07,"-97.4072036743164, 47.00279998779297"
ND09,small_airport,Bryn Airport,1431,NA,US,US-ND,Dazey,ND09,,ND09,"-98.16899871826172, 47.19110107421875"
ND12,small_airport,Snyders Airport,2017,NA,US,US-ND,Hazelton,ND12,,ND12,"-100.472222, 46.586525"
ND14,small_airport,Fordville Airport,1154,NA,US,US-ND,Fordville,ND14,,ND14,"-97.80180358886719, 48.23469924926758"
ND16,small_airport,Frei Private Airport,2100,NA,US,US-ND,Halliday,ND16,,ND16,"-102.24199676513672, 47.44169998168945"
ND18,small_airport,Judy Strip,1570,NA,US,US-ND,Glenburn,ND18,,ND18,"-101.21700286865234, 48.50640106201172"
ND19,small_airport,Stokka Airport,1450,NA,US,US-ND,Sutton,ND19,,ND19,"-98.417904, 47.433589"
ND20,small_airport,Gensrich Airport,1021,NA,US,US-ND,Hatton,ND20,,ND20,"-97.35009765625, 47.704200744628906"
ND22,small_airport,Fischer Private Airport,2065,NA,US,US-ND,Garrison,ND22,,ND22,"-101.5999984741211, 47.68330001831055"
ND24,small_airport,Inkster Airport,1092,NA,US,US-ND,Inkster,ND24,,ND24,"-97.67259979248047, 48.14030075073242"
ND25,small_airport,Prop Wash Field,2340,NA,US,US-ND,Watford City,ND25,,ND25,"-102.907918, 48.064407"
ND26,small_airport,Gajewski Field,2100,NA,US,US-ND,Alexander,ND26,,ND26,"-103.658997, 47.900002"
ND29,small_airport,Swenson Airport,2900,NA,US,US-ND,Belfield,ND29,,ND29,"-103.23400115966797, 46.66669845581055"
ND32,small_airport,Kalainov Private Airport,1845,NA,US,US-ND,Steele,ND32,,ND32,"-99.89450073242188, 46.91550064086914"
ND35,small_airport,Lindemann Airport,1199,NA,US,US-ND,Lucca,ND35,,ND35,"-97.70040130615234, 46.70000076293945"
ND38,small_airport,Rices Airpark,1575,NA,US,US-ND,Maddock,ND38,,ND38,"-99.5364990234375, 47.95830154418945"
ND40,small_airport,Rau Field,1855,NA,US,US-ND,Medina,ND40,,ND40,"-99.25039672851562, 46.81669998168945"
ND41,small_airport,Voller Airport,1900,NA,US,US-ND,Strasburg,ND41,,ND41,"-100.11299896240234, 46.134700775146484"
ND42,small_airport,Warren Pietsch Airport,1550,NA,US,US-ND,Sawyer,ND42,,ND42,"-101.0780029296875, 48.10309982299805"
ND43,small_airport,Flying S Ranch Airport,1840,NA,US,US-ND,Minot,ND43,,ND43,"-101.40399932861328, 48.20000076293945"
ND44,small_airport,Underwood Airport,2035,NA,US,US-ND,Underwood,ND44,,ND44,"-101.1340027, 47.46670151"
ND49,small_airport,Krause Private Airport,1060,NA,US,US-ND,Wyndmere,ND49,,ND49,"-97.13040161132812, 46.22359848022461"
ND52,small_airport,True North Airpark,913,NA,US,US-ND,West Fargo,ND52,,ND52,"-97.01219940185547, 46.802799224853516"
ND53,small_airport,Pueppke Airport,1099,NA,US,US-ND,Ayr,ND53,,ND53,"-97.388055, 47.046388"
ND54,small_airport,Whitman Field,1783,NA,US,US-ND,Robinson,ND54,,ND54,"-99.73040008544922, 47.12919998168945"
ND55,small_airport,Sperr Airport,1465,NA,US,US-ND,Ypsilanti,ND55,,ND55,"-98.536965, 46.788111"
ND59,small_airport,Grieve Airport,1208,NA,US,US-ND,Buffalo,ND59,,ND59,"-97.52950286865234, 46.98749923706055"
ND60,small_airport,Frokjer Airport,953,NA,US,US-ND,Arvilla,ND60,,ND60,"-97.47979736328125, 47.958900451660156"
ND62,small_airport,Brands Airport,2423,NA,US,US-ND,Taylor,ND62,,ND62,"-102.45800018310547, 46.84830093383789"
ND65,small_airport,Letzring Airport,2230,NA,US,US-ND,Center,ND65,,ND65,"-101.35399627685547, 46.98889923095703"
ND68,small_airport,Vining Airport,980,NA,US,US-ND,Wheatland,ND68,,ND68,"-97.30120086669922, 46.9557991027832"
ND73,small_airport,Peterson Airport,999,NA,US,US-ND,Amenia,ND73,,ND73,"-97.25559997558594, 47.048301696777344"
ND74,small_airport,Smith Private Airport,940,NA,US,US-ND,Amenia,ND74,,ND74,"-97.16290283203125, 47.0166015625"
ND75,small_airport,Pete's Tractor Salvage Airport,1655,NA,US,US-ND,Anamoose,ND75,,ND75,"-100.26899719238281, 47.720001220703125"
ND78,small_airport,Wilcox Farm Airport,1210,NA,US,US-ND,Ayr,ND78,,ND78,"-97.53700256347656, 47.040000915527344"
ND80,small_airport,Spitzer Airport,2050,NA,US,US-ND,Baldwin,ND80,,ND80,"-100.7249984741211, 47.08169937133789"
ND82,small_airport,Y-Rock Airport,2229,NA,US,US-ND,Ray,ND82,,ND82,"-103.148025, 48.311303"
ND86,small_airport,Peterson Airport,2190,NA,US,US-ND,Grendra,ND86,,ND86,"-103.96299743652344, 48.563899993896484"
ND87,small_airport,Indian Hill Resort Airport,2010,NA,US,US-ND,Garrison,ND87,,ND87,"-102.1050033569336, 47.60559844970703"
ND89,small_airport,Mutschler Field,1490,NA,US,US-ND,Clementsville,ND89,,ND89,"-98.50700378417969, 47.05580139160156"
ND90,small_airport,Dahl Private Airport,1285,NA,US,US-ND,Cogswell/Brampton/,ND90,,ND90,"-97.73370361328125, 45.96659851074219"
ND92,small_airport,Schroeder Airport,920,NA,US,US-ND,Davenport,ND92,,ND92,"-97.11699676513672, 46.70830154418945"
ND96,small_airport,Sauter Airport,1730,NA,US,US-ND,Bismark,ND96,,ND96,"-100.67900085449219, 46.801700592041016"
ND98,small_airport,Cloud Nine Airport,1830,NA,US,US-ND,Lincoln,ND98,,ND98,"-100.65499877929688, 46.760799407958984"
ND99,small_airport,Ellig Field,910,NA,US,US-ND,Hickson,ND99,,ND99,"-96.80950164794922, 46.72019958496094"
NDI,small_airport,Namudi Airport,1044,OC,PG,PG-NPP,Namudi,AYNJ,NDI,NAM,"148.329416667, -9.47375"
NDN,small_airport,Nadunumu Airport,5100,OC,PG,PG-CPM,Nadunumu,AYNC,NDN,NDM,"147.68425, -9.14355555556"
NE01,small_airport,Schutte Airport,1876,NA,US,US-NE,Guide Rock,NE01,,NE01,"-98.35199737548828, 40.194698333740234"
NE04,small_airport,Ely Airport,1743,NA,US,US-NE,Guide Rock,NE04,,NE04,"-98.3416976928711, 40.09450149536133"
NE06,small_airport,Woolf Brothers Airport,1395,NA,US,US-NE,Lynch,NE06,,NE06,"-98.42539978027344, 42.82500076293945"
NE08,small_airport,Larrabee Farm Airport,3518,NA,US,US-NE,Lamar,NE08,,NE08,"-101.977997, 40.547798"
NE09,small_airport,Simpson Airport,1650,NA,US,US-NE,Norfolk,NE09,,NE09,"-97.46730041503906, 41.96329879760742"
NE11,small_airport,Sky Ranch Airport,1285,NA,US,US-NE,Omaha,NE24,,NE24,"-96.040298, 41.360001"
NE15,small_airport,Starns Auxiliary Airport,1080,NA,US,US-NE,Ashland,NE15,,NE15,"-96.38279724121094, 41.04999923706055"
NE17,small_airport,Walts Aerial Service Airport,1795,NA,US,US-NE,St. Paul,NE17,,NE17,"-98.4559020996, 41.2486000061"
NE18,small_airport,Krutz Airport,1450,NA,US,US-NE,Seward,NE18,,NE18,"-97.08059692382812, 40.91419982910156"
NE19,small_airport,Ag Air Airport,3651,NA,US,US-NE,Broadwater,NE19,,NE19,"-102.81700134277344, 41.59579849243164"
NE20,small_airport,Bernadt Airport,1290,NA,US,US-NE,Steinauer,NE20,,NE20,"-96.2114028930664, 40.186100006103516"
NE24,small_airport,Polaks Sky Ranch Airport,1268,NA,US,US-NE,Valparaiso,NE24,,NE24,"-96.81700134277344, 41.03329849243164"
NE25,small_airport,Orr Field,2860,NA,US,US-NE,North Platte,NE25,,NE25,"-100.86000061035156, 41.18190002441406"
NE26,small_airport,Treadway Air Airport,1096,NA,US,US-NE,Ashland,NE26,,NE26,"-96.434558, 41.022319"
NE27,small_airport,Abie Sky Ranch Airport,1440,NA,US,US-NE,Abie,NE27,,NE27,"-96.95030212402344, 41.36669921875"
NE29,small_airport,Cavanaugh Airport,2175,NA,US,US-NE,Minden,NE29,,NE29,"-99.01200103759766, 40.51390075683594"
NE30,small_airport,Olson Field,2330,NA,US,US-NE,Holdrege,NE30,,NE30,"-99.42040252685547, 40.57360076904297"
NE31,small_airport,B.C. Air Airport,1600,NA,US,US-NE,Battle Creek,NE31,,NE31,"-97.5864028930664, 42.01449966430664"
NE33,small_airport,Clearidge Airport,1320,NA,US,US-NE,Bennet,NE33,,NE33,"-96.47669982910156, 40.70970153808594"
NE34,small_airport,Fehringer Aerodrome,4300,NA,US,US-NE,Sidney,NE34,,NE34,"-102.9530029296875, 41.03889846801758"
NE35,small_airport,Sutton Airport,1583,NA,US,US-NE,Chester,NE35,,NE35,"-97.54119873046875, 40.05830001831055"
NE38,small_airport,Aknux Airport,2025,NA,US,US-NE,Prosser,NE38,,NE38,"-98.56009674072266, 40.70949935913086"
NE39,small_airport,Warbonnet Ag Strip,1325,NA,US,US-NE,Davey,NE39,,NE39,"-96.6502990723, 40.9500007629"
NE42,small_airport,Dream Field,1194,NA,US,US-NE,Lincoln,NE42,,NE42,"-96.70059967041016, 40.93330001831055"
NE43,small_airport,Musiel Airport,1230,NA,US,US-NE,Morse Bluff,NE43,,NE43,"-96.75420379638672, 41.439701080322266"
NE44,small_airport,Koinzan Airport,1919,NA,US,US-NE,Elgin,NE44,,NE44,"-98.08370208740234, 41.983299255371094"
NE49,small_airport,Koke Airport,1265,NA,US,US-NE,Gretna,NE49,,NE49,"-96.25029754638672, 41.06669998168945"
NE50,small_airport,Sudbeck Field,1480,NA,US,US-NE,Hartington,NE50,,NE50,"-97.4103012084961, 42.615299224853516"
NE53,small_airport,Liesveld Airport,1385,NA,US,US-NE,Holland,NE53,,NE53,"-96.58889770507812, 40.59109878540039"
NE54,small_airport,Dostal-Bradley Airport,1500,NA,US,US-NE,Howells,NE54,,NE54,"-96.97949981689453, 41.70830154418945"
NE56,small_airport,Werner Airport,1157,NA,US,US-NE,Valley,NE56,,NE56,"-96.3949966430664, 41.341400146484375"
NE57,small_airport,Thomas Airport,1350,NA,US,US-NE,Liberty,NE57,,NE57,"-96.47810363769531, 40.092201232910156"
NE59,small_airport,Pester Airport,1150,NA,US,US-NE,Lincoln,NE59,,NE59,"-96.56700134277344, 40.83330154418945"
NE65,small_airport,Roth Airport,1485,NA,US,US-NE,Milford,NE65,,NE65,"-97.07779693603516, 40.766998291015625"
NE67,small_airport,Falk Air Field,1710,NA,US,US-NE,Hoskins,NE67,,NE67,"-97.341313, 42.107655"
NE69,small_airport,Browns Airport,1183,NA,US,US-NE,Weeping Water,NE69,EPG,NE69,"-96.1100006104, 40.8675003052"
NE73,small_airport,Stinking Water Creek Airport,3165,NA,US,US-NE,Elsie,NE73,,NE73,"-101.45700073242188, 40.72330093383789"
NE79,small_airport,Mueller Field,1405,NA,US,US-NE,Roca,NE79,,NE79,"-96.62110137939453, 40.652801513671875"
NE82,small_airport,Nolte Farms Airport,1245,NA,US,US-NE,Murray,NE82,,NE82,"-95.99949645996094, 40.932498931884766"
NE85,small_airport,Glaser Airport,2035,NA,US,US-NE,Spalding,NE85,,NE85,"-98.30259704589844, 41.687198638916016"
NE86,small_airport,Traudt Airport,1725,NA,US,US-NE,Sutton,NE86,,NE86,"-97.86979675292969, 40.66559982299805"
NE87,small_airport,Rempe Private Airport,1760,NA,US,US-NE,Superior,NE87,,NE87,"-98.0647964477539, 40.097198486328125"
NE88,small_airport,Novotny/Tonar Farms Airport,1426,NA,US,US-NE,Valparaiso,NE88,,NE88,"-96.86419677734375, 41.02080154418945"
NE92,small_airport,Thomsen Airport,1405,NA,US,US-NE,Wymore,NE92,,NE92,"-96.66609954833984, 40.049400329589844"
NE94,small_airport,Feik Field Ultralight Flightpark,1567,NA,US,US-NE,Friend,NE94,,NE94,"-97.209544, 40.55678"
NE95,small_airport,Frenchman Airport,2590,NA,US,US-NE,Culbertson,NE95,,NE95,"-100.856841, 40.229334"
NE99,small_airport,Hawkins Ranch Airport,3680,NA,US,US-NE,Arthur,NE99,,NE99,"-101.81800079345703, 41.57500076293945"
NFCI,small_airport,Cicia Airport,13,OC,FJ,FJ-E,Cicia,NFCI,ICI,,"-179.341995239, -17.7432994843"
NFFA,small_airport,Ba Airport,20,OC,FJ,FJ-W,,NFFA,,,"177.680917, -17.535056"
NFFN,medium_airport,Nadi International Airport,59,OC,FJ,FJ-W,Nadi,NFFN,NAN,,"177.4429931640625, -17.755399703979492"
NFFO,small_airport,Malolo Lailai Island Airport,10,OC,FJ,FJ-W,Malolo Lailai Island,NFFO,PTF,,"177.197006226, -17.7779006958"
NFFR,small_airport,Rabi Island Airport,88,OC,FJ,FJ-N,Rabi Island,NFFR,RBI,,"179.9757, -16.5337"
NFKB,small_airport,Kaibu Island Airport,,OC,FJ,FJ-N,Kaibu Island,NFKB,,,"-179.48899841308594, -17.254199981689453"
NFKD,small_airport,Vunisea Airport,6,OC,FJ,FJ-E,Vunisea,NFKD,KDV,,"178.156997681, -19.058099746699998"
NFMA,small_airport,Mana Island Airport,,OC,FJ,FJ-W,Mana Island,NFMA,MNF,,"177.098007202, -17.6730995178"
NFMO,small_airport,Moala Airport,13,OC,FJ,FJ-E,Moala,NFMO,MFJ,,"179.951004028, -18.566699981699998"
NFNA,medium_airport,Nausori International Airport,17,OC,FJ,FJ-C,Nausori,NFNA,SUV,,"178.5590057373047, -18.04330062866211"
NFNG,small_airport,Ngau Airport,50,OC,FJ,FJ-E,Ngau,NFNG,NGI,,"179.339996338, -18.115600585899998"
NFNH,small_airport,Laucala Island Airport,10,OC,FJ,FJ-N,Laucala Island,NFNH,LUC,,"-179.66700744628906, -16.74810028076172"
NFNK,small_airport,Lakeba Island Airport,280,OC,FJ,FJ-E,Lakeba Island,NFNK,LKB,,"-178.817001343, -18.1991996765"
NFNL,medium_airport,Labasa Airport,44,OC,FJ,FJ-N,,NFNL,LBS,,"179.33999633789062, -16.466699600219727"
NFNM,small_airport,Matei Airport,60,OC,FJ,FJ-N,Matei,NFNM,TVU,,"-179.876998901, -16.6905994415"
NFNO,small_airport,Koro Island Airport,358,OC,FJ,FJ-E,Koro Island,NFNO,KXF,,"179.42199707, -17.3458003998"
NFNR,small_airport,Rotuma Airport,22,OC,FJ,FJ-R,Rotuma,NFNR,RTA,,"177.0709991455078, -12.482500076293945"
NFNS,small_airport,Savusavu Airport,17,OC,FJ,FJ-N,Savusavu,NFNS,SVU,,"179.341003418, -16.8027992249"
NFNV,small_airport,Vatukoula Airport,156,OC,FJ,FJ-W,Vatukoula,NFNV,VAU,,"177.8419952392578, -17.5"
NFNW,small_airport,Wakaya Island Airport,130,OC,FJ,FJ-E,Wakaya Island,NFNW,KAY,,"179.01699829101562, -17.617000579833984"
NFOL,small_airport,Ono-i-Lau Airport,110,OC,FJ,FJ-E,Ono-i-Lau,NFOL,ONU,,"-178.7411, -20.6589"
NFSW,small_airport,Yasawa Island Airport,37,OC,FJ,FJ-W,Yasawa Island,NFSW,YAS,,"177.5449981689453, -16.758899688720703"
NFTE,small_airport,Kaufana Airport,325,OC,TO,TO-01,Eua Island,NFTE,EUA,,"-174.957992554, -21.378299713100002"
NFTF,medium_airport,Fua'amotu International Airport,126,OC,TO,TO-04,Nuku'alofa,NFTF,TBU,,"-175.14999389648438, -21.241199493408203"
NFTL,medium_airport,Lifuka Island Airport,31,OC,TO,TO-02,Lifuka,NFTL,HPA,,"-174.34100341796875, -19.777000427246094"
NFTO,small_airport,Mata'aho Airport,160,OC,TO,TO-03,"Angaha, Niuafo'ou Island",NFTO,NFO,,"-175.632995605, -15.5707998276"
NFTP,small_airport,Kuini Lavenia Airport,30,OC,TO,TO-03,Niuatoputapu,NFTP,NTT,,"-173.791089, -15.977297"
NFTV,medium_airport,Vava'u International Airport,236,OC,TO,TO-05,Vava'u Island,NFTV,VAV,,"-173.96200561523438, -18.58530044555664"
NFVB,small_airport,Vanua Balavu Airport,76,OC,FJ,FJ-E,Vanua Balavu,NFVB,VBV,,"-178.9759979248047, -17.268999099731445"
NFVL,small_airport,Vatulele Airport,36,OC,FJ,FJ-W,Vatulele,NFVL,VTF,,"177.63900756835938, -18.512500762939453"
NGAB,small_airport,Abaiang Airport,,OC,KI,KI-G,Abaiang,NGAB,ABF,,"173.04100036621094, 1.798609972000122"
NGBR,small_airport,Beru Airport,6,OC,KI,KI-G,Beru,NGBR,BEZ,,"176.0070037841797, -1.3547199964523315"
NGFU,medium_airport,Funafuti International Airport,9,OC,TV,TV-FUN,Funafuti,NGFU,FUN,,"179.195999, -8.525"
NGKT,small_airport,Kuria Airport,,OC,KI,KI-G,Kuria,NGKT,KUC,,"173.44200134277344, 0.2186110019683838"
NGMA,small_airport,Maiana Airport,8,OC,KI,KI-G,Maiana,NGMA,MNK,,"173.031005859375, 1.0036100149154663"
NGMK,small_airport,Marakei Airport,10,OC,KI,KI-G,Marakei,NGMK,MZK,,"173.27099609375, 2.058609962463379"
NGMN,small_airport,Makin Island Airport,,OC,KI,KI-G,Makin Island,NGMN,MTK,,"172.99200439453125, 3.3744399547576904"
NGNU,small_airport,Nikunau Airport,6,OC,KI,KI-G,Nikunau,NGNU,NIG,,"176.410003662, -1.31444001198"
NGON,small_airport,Onotoa Airport,7,OC,KI,KI-G,Onotoa,NGON,OOT,,"175.5260009765625, -1.7961100339889526"
NGTA,medium_airport,Bonriki International Airport,9,OC,KI,KI-G,Tarawa,NGTA,TRW,,"173.14700317382812, 1.3816399574279785"
NGTB,small_airport,Abemama Atoll Airport,8,OC,KI,KI-G,Abemama Atoll,NGTB,AEA,,"173.82899475097656, 0.49083301424980164"
NGTE,medium_airport,Tabiteuea North Airport,7,OC,KI,KI-G,,NGTE,TBF,,"174.7760009765625, -1.2244700193405151"
NGTM,small_airport,Tamana Island Airport,,OC,KI,KI-G,Tamana Island,NGTM,TMN,,"175.97000122070312, -2.485830068588257"
NGTO,small_airport,Nonouti Airport,10,OC,KI,KI-G,Nonouti,NGTO,NON,,"174.42799377441406, -0.6397219896316528"
NGTR,small_airport,Arorae Island Airport,,OC,KI,KI-G,Arorae Island,NGTR,AIS,,"176.80299377441406, -2.61611008644104"
NGTS,small_airport,Tabiteuea South Airport,,OC,KI,KI-G,Tabiteuea South,NGTS,TSU,,"175.06399536132812, -1.4744399785995483"
NGTU,small_airport,Butaritari Atoll Airport,5,OC,KI,KI-G,Butaritari Atoll,NGTU,BBG,,"172.811005, 3.08583"
NGUK,small_airport,Aranuka Airport,6,OC,KI,KI-G,Buariki,NGUK,AAK,,"173.636993, 0.185278"
NH07,small_airport,Cooper Farm Airport,485,NA,US,US-NH,Loudon,NH07,,NH07,"-71.45659637451172, 43.280399322509766"
NH15,small_airport,Locke Lake Airport,702,NA,US,US-NH,Barnstead,NH15,,NH15,"-71.2333984375, 43.38669967651367"
NH16,small_airport,Brookline Airport,415,NA,US,US-NH,Brookline,NH16,,NH16,"-71.70760345458984, 42.741798400878906"
NH17,small_airport,Zim Airport,520,NA,US,US-NH,Mason,NH17,,NH17,"-71.71759796142578, 42.72760009765625"
NH18,small_airport,Chickville Airport,560,NA,US,US-NH,Center Ossipee,NH18,,NH18,"-71.15119934, 43.73339844"
NH20,small_airport,Ward Field,440,NA,US,US-NH,Sanbornton,NH20,,NH20,"-71.6458969116211, 43.4922981262207"
NH31,small_airport,Mountain View Field,965,NA,US,US-NH,Wolfeboro,NH31,,NH31,"-71.14949798583984, 43.65010070800781"
NH38,small_airport,Leavitt Airport,860,NA,US,US-NH,Albany,NH38,,NH38,"-71.1697998046875, 43.972599029541016"
NH39,small_airport,Frank D. Comerford Airport,640,NA,US,US-NH,Walpole,NH39,,NH39,"-72.42980194091797, 43.03340148925781"
NH40,small_airport,Eagles Nest Airport,998,NA,US,US-NH,New London,NH40,,NH40,"-71.95040130615234, 43.404701232910156"
NH43,small_airport,Murphy-Sherwood Park Airport,200,NA,US,US-NH,Nottingham,NH43,,NH43,"-71.13700103759766, 43.179500579833984"
NH49,small_airport,Bradley Field,650,NA,US,US-NH,Woodstock,NH49,,NH49,"-71.67949676513672, 43.970298767089844"
NH60,small_airport,Huff Memorial Airport,840,NA,US,US-NH,New Boston,NH60,,NH60,"-71.65339660644531, 42.960601806640625"
NH61,small_airport,Heaton Airport,188,NA,US,US-NH,Chester,NH61,,NH61,"-71.18119812011719, 42.968101501464844"
NH67,small_airport,Winterwood Airport,130,NA,US,US-NH,Brentwood,NH67,,NH67,"-71.0094985961914, 42.97840118408203"
NH69,small_airport,Windsock Village Airport,460,NA,US,US-NH,West Ossipee,NH69,,NH69,"-71.18699645996094, 43.83060073852539"
NH78,small_airport,Steck Farm Airport,460,NA,US,US-NH,Pelham,NH78,,NH78,"-71.36920166015625, 42.74720001220703"
NH84,small_airport,Northwood Airport,640,NA,US,US-NH,Northwood,NH84,,NH84,"-71.22119903564453, 43.20759963989258"
